,债券唯一标识(年份-季度-证券代码),发债主体评级发布时间(中诚信证券评估有限公司),发债主体评级类型(中诚信证券评估有限公司),发债主体评级信用等级(中诚信证券评估有限公司),发债主体评级评估机构(中诚信证券评估有限公司),发债主体评级投资等级(中诚信证券评估有限公司),发债主体评级预期(中诚信证券评估有限公司),发债主体评级等级含义(中诚信证券评估有限公司),发债主体评级发布时间(标准普尔评级服务公司),发债主体评级类型(标准普尔评级服务公司),发债主体评级信用等级(标准普尔评级服务公司),发债主体评级评估机构(标准普尔评级服务公司),发债主体评级投资等级(标准普尔评级服务公司),发债主体评级预期(标准普尔评级服务公司),发债主体评级等级含义(标准普尔评级服务公司),发债主体评级发布时间(联合资信评估有限公司),发债主体评级类型(联合资信评估有限公司),发债主体评级信用等级(联合资信评估有限公司),发债主体评级评估机构(联合资信评估有限公司),发债主体评级投资等级(联合资信评估有限公司),发债主体评级预期(联合资信评估有限公司),发债主体评级等级含义(联合资信评估有限公司),发债主体评级发布时间(联合信用评级有限公司),发债主体评级类型(联合信用评级有限公司),发债主体评级信用等级(联合信用评级有限公司),发债主体评级评估机构(联合信用评级有限公司),发债主体评级投资等级(联合信用评级有限公司),发债主体评级预期(联合信用评级有限公司),发债主体评级等级含义(联合信用评级有限公司),发债主体评级发布时间(中债资信评估有限责任公司),发债主体评级类型(中债资信评估有限责任公司),发债主体评级信用等级(中债资信评估有限责任公司),发债主体评级评估机构(中债资信评估有限责任公司),发债主体评级投资等级(中债资信评估有限责任公司),发债主体评级预期(中债资信评估有限责任公司),发债主体评级等级含义(中债资信评估有限责任公司),发债主体评级发布时间(穆迪公司),发债主体评级类型(穆迪公司),发债主体评级信用等级(穆迪公司),发债主体评级评估机构(穆迪公司),发债主体评级投资等级(穆迪公司),发债主体评级预期(穆迪公司),发债主体评级等级含义(穆迪公司),发债主体评级发布时间(大公国际资信评估有限公司),发债主体评级类型(大公国际资信评估有限公司),发债主体评级信用等级(大公国际资信评估有限公司),发债主体评级评估机构(大公国际资信评估有限公司),发债主体评级投资等级(大公国际资信评估有限公司),发债主体评级预期(大公国际资信评估有限公司),发债主体评级等级含义(大公国际资信评估有限公司),发债主体评级发布时间(中诚信国际信用评级有限责任公司),发债主体评级类型(中诚信国际信用评级有限责任公司),发债主体评级信用等级(中诚信国际信用评级有限责任公司),发债主体评级评估机构(中诚信国际信用评级有限责任公司),发债主体评级投资等级(中诚信国际信用评级有限责任公司),发债主体评级预期(中诚信国际信用评级有限责任公司),发债主体评级等级含义(中诚信国际信用评级有限责任公司)
514,2007-3-011103001.IB,,,,,,,,,,,,,,,20070912,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,2011-3-011105004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20110729,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
516,2014-4-011101004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141118,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
517,2012-2-011101002.IB,,,,,,,,,,,,,,,20120511,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20120410,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
518,2013-4-011101003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131226,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
519,2018-1-011101004.IB,20180126,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,2014-1-011102005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140310,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
521,2009-2-011103001.IB,20090428,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20090615,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,2009-4-011101004.IB,,,,,,,,,,,,,,,20091015,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,2007-1-011104001.IB,,,,,,,,,,,,,,,20070209,长期信用评级,AAA,联合资信评估有限公司,投资级,,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,2014-3-011104001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140826,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
525,2012-3-011104001.IB,,,,,,,,,,,,,,,20120720,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,2018-4-011101001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20181228,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
527,2009-1-011102003.IB,,,,,,,,,,,,,,,20090107,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,2018-2-011102004.IB,,,,,,,,,,,,,,,20180614,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20180622,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20180404,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
529,2016-2-011101004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160622,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20160413,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
530,2012-3-011102005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120723,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
531,2017-2-011102001.IB,,,,,,,,,,,,,,,20170626,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20170621,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20170401,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
532,2014-3-011101002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140729,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
533,2010-3-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100722,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
534,2016-3-011101003.IB,,,,,,,,,,,,,,,20160725,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160728,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
535,2015-1-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150109,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
536,2018-3-011104002.IB,,,,,,,,,,,,,,,,,,,,,,20180829,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,20180905,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
537,2006-2-011103001.IB,,,,,,,,,,,,,,,20060406,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,2014-4-011102002.IB,,,,,,,,,,,,,,,20141014,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20141009,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
539,2016-3-011103001.IB,,,,,,,,,,,,,,,20160908,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,2012-2-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120516,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
541,2007-4-011102002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20071022,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
542,2013-4-011104001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20131003,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
543,2012-4-011101004.IB,,,,,,,,,,,,,,,20121018,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20121226,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
544,2010-3-011105003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100722,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
545,2017-2-011101005.IB,20170605,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20170630,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20170626,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
546,2013-3-011101001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130729,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
547,2019-2-011001002.IB,20190618,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20190613,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20190621,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20190628,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
548,2009-2-011101005.IB,,,,,,,,,,,,,,,20090618,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,2011-2-011101005.IB,,,,,,,,,,,,,,,20110629,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20110408,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
550,2008-2-011102001.IB,,,,,,,,,,,,,,,20080415,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,2007-4-011102003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20071022,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
552,2014-3-011105003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140707,长期信用评级,AAA-,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
553,2017-2-011104003.IB,,,,,,,,,,,,,,,,,,,,,,20170620,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,20170405,长期信用评级,Aa3,穆迪公司,投资级,负面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
554,2019-2-011102001.IB,,,,,,,,,,,,,,,20190614,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20190626,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20190620,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
555,2008-4-011102005.IB,,,,,,,,,,,,,,,20081212,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20081226,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
556,2014-3-011101001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140729,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
557,2009-1-011101003.IB,,,,,,,,,,,,,,,20090305,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,2010-2-011101005.IB,,,,,,,,,,,,,,,20100401,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,2018-3-011001002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180727,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
560,2011-2-011101003.IB,,,,,,,,,,,,,,,20110629,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20110408,长期信用评级,Aa3,穆迪公司,投资级,正面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
561,2019-2-011105004.IB,,,,,,,,,,,,,,,,,,,,,,20190610,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,2018-3-011101003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180727,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
563,2017-3-011101002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170918,长期信用评级,A1,穆迪公司,投资级,稳定,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高,,,,,,,,20170727,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
564,2013-2-011102002.IB,,,,,,,,,,,,,,,20130502,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20130625,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20130603,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
565,2017-3-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170727,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
566,2013-1-011102001.IB,,,,,,,,,,,,,,,20130304,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20130318,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
567,2015-2-011001002.IB,,,,,,,,,,,,,,,20150527,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20150602,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,20150420,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",20150626,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,,,,,,,
568,2007-1-011104003.IB,,,,,,,,,,,,,,,20070209,长期信用评级,AAA,联合资信评估有限公司,投资级,,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,2017-4-011104002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20171227,长期信用评级,A1,穆迪公司,投资级,稳定,A级债务为中上等级，有低信用风险;修正数字1表示该债务在所属同类评 级中排位较高,,,,,,,,,,,,,,
570,2012-2-011104002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20120503,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
571,2016-1-011001002.IB,,,,,,,,,,,,,,,20160120,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,20160314,长期信用评级,AAA+,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,20160330,长期信用评级,Aa3,穆迪公司,投资级,负面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
572,2018-3-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180726,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
573,2016-2-011101005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160622,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20160413,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
574,2018-1-011102004.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20180104,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
575,2017-2-011105002.IB,,,,,,,,,,,,,,,,,,,,,,20170623,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,2010-3-011102002.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20100706,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20100719,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
577,2008-4-011104002.IB,,,,,,,,,,,,,,,20081031,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,2012-4-011102001.IB,,,,,,,,,,,,,,,20121226,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20121226,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20121015,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
579,2008-3-011103001.IB,20080912,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,2017-3-011105005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20170727,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
581,2014-3-011105001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20140707,长期信用评级,AAA-,中债资信评估有限责任公司,投资级,稳定,偿还债务的能力极强，基本不受利经济环境影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,
582,2019-2-011102002.IB,,,,,,,,,,,,,,,20190614,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,,,,,,,,20190626,长期信用评级,AAA,大公国际资信评估有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。 ,20190620,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
583,2013-2-011103001.IB,20130520,长期信用评级,AAA,中诚信证券评估有限公司,投资级,稳定,受评主体偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低；债券信用质量极高，信用风险极低。,,,,,,,,20130627,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,20130625,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,20130412,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
584,2016-1-011104001.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20160330,长期信用评级,Aa3,穆迪公司,投资级,负面,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
585,2015-3-011105005.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150930,长期信用评级,AAA,中诚信国际信用评级有限责任公司,投资级,稳定,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
586,2015-4-011101002.IB,,,,,,,,,,,,,,,20151021,长期信用评级,AAA,联合资信评估有限公司,投资级,稳定,AAA级债为最高级债，其还本付息能力最强。,,,,,,,,,,,,,,,20151216,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
587,2015-2-011104003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150421,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
588,2015-1-011101003.IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20150122,长期信用评级,Aa3,穆迪公司,投资级,稳定,"Aa级债务的信用质量很高，只有极低的信用风险,修正数字3则表示该债务在所属同类评级中排位较低",,,,,,,,,,,,,,
589,2018-2-011104001.IB,,,,,,,,,,,,,,,,,,,,,,20180625,长期信用评级,AAA,联合信用评级有限公司,投资级,稳定,偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低,,,,,,,,,,,,,,,,,,,,,,,,,,,,
