,证券代码,证券简称,信用评级,评级类型,评估机构,发债主体评级时间,发债主体评级预期,投资等级,等级含义
1204,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20071022,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1205,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20080806,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1206,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20090724,,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1207,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100719,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1208,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110624,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1209,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20111130,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1210,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120605,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1211,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1212,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120723,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1213,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120806,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1214,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120831,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1215,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120926,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1216,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20121015,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1217,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130318,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1218,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130603,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1219,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130711,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1220,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130801,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1221,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130816,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1222,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130904,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1223,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130930,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1224,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20131024,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1225,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20131106,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1226,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20131203,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1227,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140408,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1228,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140505,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1229,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140519,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1230,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140606,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1231,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140630,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1232,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140811,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1233,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140901,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1234,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20141009,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1235,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20141027,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1236,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150511,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1237,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150520,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1238,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150608,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1239,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150708,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1240,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150810,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1241,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150906,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1242,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20151013,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1243,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20151103,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1244,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20151123,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1245,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160629,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1246,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160912,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1247,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161008,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1248,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161019,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1249,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161102,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1250,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161115,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1251,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161130,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1252,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170217,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1253,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170316,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1254,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170401,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1255,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170508,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1256,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170518,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1257,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170607,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1258,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170707,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1259,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170720,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1260,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20171109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1261,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20171206,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1262,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180104,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1263,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180129,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1264,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180302,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1265,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180319,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1266,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180404,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1267,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180420,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1268,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180507,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1269,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180521,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1270,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180601,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1271,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180629,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1272,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180719,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1273,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180815,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1274,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190620,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1275,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20190708,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1276,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100122,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1277,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100127,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1278,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100722,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1279,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20101202,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1280,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110729,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1281,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110803,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1282,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110923,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1283,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120516,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1284,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120621,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1285,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120911,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1286,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130314,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1287,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130627,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1288,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140319,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1289,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140604,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1290,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1291,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1292,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150428,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1293,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150508,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1294,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1295,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150930,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1296,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160525,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1297,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161107,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1298,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1299,011105001.IB,11联通SCP001,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180726,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1300,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100122,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1301,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100127,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1302,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100722,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1303,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20101202,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1304,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110729,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1305,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110803,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1306,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110923,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1307,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120516,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1308,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120621,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1309,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120911,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1310,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130314,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1311,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130627,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1312,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140319,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1313,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140604,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1314,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1315,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1316,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150428,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1317,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150508,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1318,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1319,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150930,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1320,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160525,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1321,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161107,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1322,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1323,011105002.IB,11联通SCP002,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180726,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1324,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100122,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1325,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100127,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1326,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20100722,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1327,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20101202,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1328,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110729,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1329,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110803,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1330,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20110923,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1331,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120516,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1332,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120621,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1333,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20120911,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1334,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130314,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1335,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20130627,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1336,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140319,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1337,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140604,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1338,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20140626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1339,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150109,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1340,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150428,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1341,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150508,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1342,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150626,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1343,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20150930,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1344,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20160525,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1345,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20161107,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1346,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20170727,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
1347,011105003.IB,11联通SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,20180726,稳定,投资级,受评对象偿还债务的能力极强，基本不受不利经济环境的影响，违约风险极低。  
