,证券代码,证券简称,发债主体评级等级,发债主体评级类型,发债主体评级机构,发债主体评级预期,发债主体评级时间
839,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20090107
840,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20090324
841,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20090724
842,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20091106
843,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20091202
844,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100128
845,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20100326
846,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100706
847,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100719
848,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100720
849,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20101208
850,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110124
851,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20110510
852,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110621
853,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110624
854,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110629
855,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20111130
856,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20111227
857,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20120213
858,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20120216
859,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120510
860,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120525
861,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120605
862,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120626
863,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120723
864,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120806
865,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120831
866,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120926
867,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20121015
868,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20121226
869,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20121226
870,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20130304
871,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130318
872,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20130502
873,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130603
874,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20130625
875,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20130626
876,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130711
877,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130801
878,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130816
879,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130904
880,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130930
881,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131024
882,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131106
883,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131203
884,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140310
885,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140408
886,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20140409
887,011102003.IB,11铁道SCP003,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140411
888,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140505
889,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140519
890,011102003.IB,11铁道SCP003,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140603
891,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140606
892,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20140610
893,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140623
894,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140630
895,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140811
896,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140901
897,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141009
898,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20141014
899,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141027
900,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20141111
901,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20141208
902,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150410
903,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150511
904,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150520
905,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150608
906,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150625
907,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150708
908,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20150730
909,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150810
910,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150906
911,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150910
912,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20150929
913,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151013
914,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151103
915,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151123
916,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160324
917,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20160513
918,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20160602
919,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160624
920,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20160628
921,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160629
922,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160912
923,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161008
924,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161019
925,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161102
926,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161115
927,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161130
928,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170217
929,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170316
930,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170401
931,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170508
932,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170518
933,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170607
934,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20170621
935,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20170626
936,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170707
937,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170720
938,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171109
939,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171206
940,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180104
941,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180129
942,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180302
943,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180319
944,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180404
945,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180420
946,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180507
947,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180521
948,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180601
949,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20180614
950,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20180622
951,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180629
952,011102003.IB,11铁道SCP003,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20180718
953,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180719
954,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180815
955,011102003.IB,11铁道SCP003,AAA,长期信用评级,联合资信评估有限公司,稳定,20190614
956,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190620
957,011102003.IB,11铁道SCP003,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20190626
958,011102003.IB,11铁道SCP003,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190708
959,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20071022
960,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20080321
961,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20080415
962,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20080806
963,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20081212
964,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20081226
965,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20090107
966,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20090324
967,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20090724
968,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20091106
969,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20091202
970,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100128
971,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20100326
972,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100706
973,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100719
974,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100720
975,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20101208
976,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110124
977,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20110510
978,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110621
979,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110624
980,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110629
981,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20111130
982,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20111227
983,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20120213
984,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20120216
985,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120510
986,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20120525
987,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120605
988,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120626
989,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120723
990,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120806
991,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120831
992,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20120926
993,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20121015
994,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20121226
995,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20121226
996,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20130304
997,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130318
998,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20130502
999,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130603
1000,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20130625
1001,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20130626
1002,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130711
1003,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130801
1004,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130816
1005,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130904
1006,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20130930
1007,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131024
1008,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131106
1009,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20131203
1010,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140310
1011,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140408
1012,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20140409
1013,011102004.IB,11铁道SCP004,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140411
1014,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140505
1015,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140519
1016,011102004.IB,11铁道SCP004,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20140603
1017,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140606
1018,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20140610
1019,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20140623
1020,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140630
1021,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140811
1022,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20140901
1023,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141009
1024,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20141014
1025,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20141027
1026,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20141111
1027,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20141208
1028,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150410
1029,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150511
1030,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150520
1031,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150608
1032,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150625
1033,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150708
1034,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20150730
1035,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150810
1036,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20150906
1037,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20150910
1038,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20150929
1039,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151013
1040,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151103
1041,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20151123
1042,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160324
1043,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20160513
1044,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20160602
1045,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20160624
1046,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20160628
1047,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160629
1048,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20160912
1049,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161008
1050,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161019
1051,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161102
1052,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161115
1053,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20161130
1054,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170217
1055,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170316
1056,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170401
1057,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170508
1058,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170518
1059,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170607
1060,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20170621
1061,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20170626
1062,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170707
1063,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20170720
1064,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171109
1065,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20171206
1066,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180104
1067,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180129
1068,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180302
1069,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180319
1070,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180404
1071,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180420
1072,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180507
1073,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180521
1074,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180601
1075,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20180614
1076,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20180622
1077,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180629
1078,011102004.IB,11铁道SCP004,AAA,长期信用评级,中债资信评估有限责任公司,稳定,20180718
1079,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180719
1080,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20180815
1081,011102004.IB,11铁道SCP004,AAA,长期信用评级,联合资信评估有限公司,稳定,20190614
1082,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190620
1083,011102004.IB,11铁道SCP004,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20190626
1084,011102004.IB,11铁道SCP004,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20190708
1085,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20071022
1086,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20080321
1087,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20080415
1088,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20080806
1089,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20081212
1090,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20081226
1091,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20090107
1092,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20090324
1093,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,,20090724
1094,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20091106
1095,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20091202
1096,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100128
1097,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20100326
1098,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100706
1099,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20100719
1100,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20100720
1101,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20101208
1102,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110124
1103,011102005.IB,11铁道SCP005,AAA,长期信用评级,联合资信评估有限公司,稳定,20110510
1104,011102005.IB,11铁道SCP005,AAA,长期信用评级,大公国际资信评估有限公司,稳定,20110621
1105,011102005.IB,11铁道SCP005,AAA,长期信用评级,中诚信国际信用评级有限责任公司,稳定,20110624
